stockid,year,TCbest,TBbest,TBdivTBmsy,areaid,stocklong,scientificname,commonname,group,kingdom,phylum,class,order,family,genus,AphiaID,Vulnerability,LongevityWild,Length,resilience_score,adjusted_catch,smoothed_catch,status,trend
EFLOUN26-28,2014,4610,0,NA,multinational-ICES-2628,European flounder Subdivisions 26-28,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,1844,1821.3333333333333,NA,-27.466666666657527
EFLOUN27-2932,2014,183,0,NA,multinational-ICES-27-2932,European flounder Subdivisions 27 and 29-32,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,73.2,81.33333333333334,NA,-3.413333333333417
EFLOUNIIIa-IV,2014,3310,0,NA,multinational-ICES-IIIa-IV,European flounder IIIa and North Sea,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,1324,1430.6666666666667,NA,153.86666666666378
EPOLLIV-IIIa,2014,1610,0,NA,multinational-ICES-IIIa-IV,European pollack IIIa and North Sea,Pollachius pollachius,European pollack,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126440,59.11,8,130,0.4,644,420,NA,128.5333333333338
EPOLLVIII-IXa,2014,1960,0,NA,multinational-ICES-VIII-IXa,European pollack VIII and IXa,Pollachius pollachius,European pollack,1,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126440,59.11,8,130,0.4,784,700,NA,-9.866666666666543
FMEG8c9a,2014,1940,7230,NA,multinational-ICES-VIIIc-IXa,Fourspotted megrim ICES VIIIc-IXa,Lepidorhombus boscii,Fourspotted megrim,1,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Lepidorhombus,127145,47.78,NA,40,0.4,776,625.3333333333334,NA,-66.40000000000906
GFORKNEATL,2014,3430,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Greater forkbeard Northeast Atlantic,Phycis blennoides,Greater forkbeard,3,Animalia,Chordata,Teleostei,Gadiformes,Phycidae,Phycis,126501,52.42,20,110,0.4,1372,1253.3333333333333,NA,33.59999999999983
GGURNIIIa-IV-VIId,2014,8600,0,NA,multinational-ICES-IIIa-IV-VIId,"Grey gurnard IIIa, VIId and North Sea",Eutrigla gurnardus,Grey gurnard,3,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Eutrigla,150637,55.31,NA,60,0.4,3440,3620,NA,536.0000000000022
GHALNEAR,2014,23000,684000,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,4600,4366.666666666667,NA,345.33333333331194
GHALV-VI-XII-XIV,2014,21100000,0,NA,multinational-ICES-V-VI-XII-XIV,Greenland halibut V-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,4220000,5160000,NA,-374666.66666670603
GOLDREDNEAR,2014,4440,36500,NA,multinational-ICES-I-II,Golden Redfish Northeast Arctic,Sebastes norvegicus,Golden Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,151324,70.98,60,100,0.2,888,1038,NA,-63.40000000000021
GOLDREDV-VI-XII-XIV,2014,50700,510000,NA,multinational-ICES-V-VI-XII-XIV,Golden Redfish V-VI-XII-XIV,Sebastes norvegicus,Golden Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,151324,70.98,60,100,0.2,10140,9966.666666666666,NA,-374.0000000000612
GSSMELTI-II-IIIa-IV,2014,15100,0,NA,multinational-ICES-I-II-IIIa-IV,Greater silver smelt ICES I-II-IIIa-IV,Argentina silus,Greater silver smelt,4,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina,126715,66.29,35,70,0.2,3020,2720,NA,193.9999999999825
GSSMELTVa-XIV,2014,7240,0,NA,multinational-ICES-Va-XIV,Greater silver smelt Va and XIV,Argentina silus,Greater silver smelt,4,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina,126715,66.29,35,70,0.2,1448,1578.6666666666667,NA,-181.93333333333425
GSSMELTVb-VIa,2014,17200,0,NA,multinational-ICES-Vb-VIa,Greater silver smelt ICES Vb-VIa,Argentina silus,Greater silver smelt,4,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina,126715,66.29,35,70,0.2,3440,3260,NA,-96.66666666666661
GSSMELTVIb-VII-VIII-IX-X-XII,2014,22,0,NA,multinational-ICES-VIb-VII-VIII-IX-X-XII,Greater silver smelt ICES VIb-VII-VIII-IX-X-XII,Argentina silus,Greater silver smelt,3,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina,126715,66.29,35,70,0.2,4.4,3.9333333333333336,NA,-0.7933333333332847
HADFAPL,2014,3250,14200,NA,multinational-ICES-Vb1,Haddock Faroe Plateau,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,1300,1173.3333333333333,NA,-64.53333333334442
HADICE,2014,33900,128000,NA,multinational-ICES-Va,Haddock Iceland,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,13560,16560,NA,-1344.0000000001344
HADIS,2014,1010,22200,NA,multinational-ICES-VIIa,Haddock Irish Sea,Melanogrammus aeglefinus,Haddock,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,404,331.73333333333335,NA,32.80000000000011
HADNEAR,2014,178000,1030000,NA,multinational-ICES-I-II,Haddock Northeast Arctic,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,71200,91733.33333333333,NA,-11546.666666666719
HADNS-IIIa-VIa,2014,46300,508000,NA,multinational-ICES-NS-IIIa-VIa,Haddock North Sea and IIIa-VIa,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,18520,18213.333333333332,NA,-1532.000000000172
HADROCK,2014,1950,15100,NA,multinational-ICES-VIb,Haddock Rockall Bank,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,780,619.4666666666667,NA,71.62666666666706
HADVIIb-k,2014,13000,60600,NA,multinational-ICES-VIIb-k,Haddock ICES VIIb-k,Melanogrammus aeglefinus,Haddock,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,5200,7613.333333333333,NA,-1168.0000000000048
HAKENRTN,2014,97000,339000,NA,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,Hake Northeast Atlantic North,Merluccius merluccius,Hake,2,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,126484,65.89,20,140,0.2,19400,18953.333333333332,NA,-453.33333333342017
HAKESOTH,2014,14500,21200,NA,multinational-ICES-VIIIc-IXa,Hake Northeast Atlantic South,Merluccius merluccius,Hake,1,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,126484,65.89,20,140,0.2,2900,2986.6666666666665,NA,-280.66666666669596
HERR2224IIIa,2014,37400,162000,NA,multinational-ICES-22-24-IIIa,Herring ICES 22-24-IIIa,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,14960,15973.333333333334,NA,-373.3333333333924
HERR2529-32,2014,133000,1570000,NA,multinational-ICES-2529-32,Herring Subdivisions 25-29 and 32,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,53200,44666.666666666664,NA,3746.666666666703
HERR30-31,2014,115000,736000,NA,multinational-ICES-30-31,Herring Subdivisions 30-31,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,46000,44666.666666666664,NA,-2626.6666666670353
HERRIsum,2014,95000,460000,NA,multinational-ICES-Va,Herring Iceland (Summer spawners),Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,38000,31973.333333333332,NA,-4798.666666667189
HERRNIRS,2014,5200,58000,NA,multinational-ICES-VIIa,Herring Northern Irish Sea,Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,2080,2096,NA,-223.7333333333565
HERRNORSS,2014,461000,5920000,NA,multinational-ICES-I-II-IVa-V-XIVa,Norwegian Spring Spawning Herring,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,184400,262933.3333333333,NA,-58440.00000000028
HERRNS-IIIa-VIId,2014,517000,4550000,NA,multinational-ICES-IIIa-IV-VIId,"Herring IIIa, VIId and North Sea",Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,206800,195066.66666666666,NA,-10240.000000001502
HERRRIGA,2014,26300,157000,NA,multinational-ICES-28,Herring ICES 28,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,10520,10786.666666666666,NA,-501.33333333341767
HERRSIRS,2014,19600,140000,NA,multinational-ICES-VIIa-g-h-j,Herring ICES VIIa-g-h-j,Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,7840,7680,NA,-929.3333333334313
HERRVIaVIIbc,2014,27100,292000,NA,multinational-ICES-VIa-VIIb-VIIc,Herring ICES VIa-VIIb-VIIc,Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,10840,10546.666666666666,NA,-2294.9333333335517
HMACKIIa-IVa-Vb-VIa-VII-VIII,2014,136000,1080000,NA,multinational-ICES-IIa-IVa-Vb-VIa-VII-VIII,Horse mackerel IIa-IVa-Vb-VIa-VII-VIII,Trachurus trachurus,Horse mackerel,3,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Trachurus,126822,56.3,NA,70,0.4,54400,62800,NA,-10685.333333333396
HMACKIIIa-IVbc-VIId,2014,13400,0,NA,multinational-ICES-IIIa-IVbc-VIId,Horse mackerel IIIa-IVbc-VIId,Trachurus trachurus,Horse mackerel,3,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Trachurus,126822,56.3,NA,70,0.4,5360,7120,NA,-1058.666666666593
HMACKIXa,2014,29000,0,NA,multinational-ICES-IXa,Horse mackerel Portugese Waters -East,Trachurus trachurus,Horse mackerel,1,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Trachurus,126822,56.3,NA,70,0.4,11600,11053.333333333334,NA,119.99999999996582
KFSHARNEATL,2014,0,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Kitefin shark Northeast Atlantic,Dalatias licha,Kitefin shark,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,Dalatias,105910,65.06,NA,182,0.2,0,0.06666666666666668,NA,-0.30666666666665054
LGSHARNEATL,2014,33,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Leafscale gulper shark Northeast Atlantic,Centrophorus squamosus,Leafscale gulper shark,3,Animalia,Chordata,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,105901,85.5,NA,164,0.2,6.6000000000000005,5.666666666666667,NA,-22.87333333333315
LINGI-II,2014,9600,0,NA,multinational-ICES-I-II,Ling North-East Arctic,Molva molva,Ling,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Molva,126461,77.21,25,200,0.2,1920,1831.3333333333333,NA,-39.73333333333187
LINGNEATL,2014,17000,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Ling Northeast Atlantic,Molva molva,Ling,3,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Molva,126461,77.21,25,200,0.2,3400,3333.3333333333335,NA,157.3333333333231
LINGVa,2014,14200,60000,NA,multinational-ICES-Va,Ling Iceland Grounds,Molva molva,Ling,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Molva,126461,77.21,25,200,0.2,2840,2500,NA,-298.3333333333689
LINGVb,2014,6660,0,NA,multinational-ICES-Vb,Ling Faroe Grounds,Molva molva,Ling,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Molva,126461,77.21,25,200,0.2,1332,1120,NA,32.39999999999507
LSDOGIIIa-IV-VIId,2014,2710,0,NA,multinational-ICES-IIIa-IV-VIId,"Lesser spotted dogfish IIIa, VIId and North Sea",Scyliorhinus canicula,Lesser spotted dogfish,3,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,105814,58.6,12,100,0.4,1084,1028,NA,22.533333333330894
LSDOGVIIIabd,2014,5960,0,NA,multinational-ICES-VIIIabd,Lesser spotted dogfish ICES VIIIabd,Scyliorhinus canicula,Lesser spotted dogfish,2,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,105814,58.6,12,100,0.4,2384,2225.3333333333335,NA,337.59999999996984
LSDOGVIIIc-IXa,2014,985,0,NA,multinational-ICES-VIIIc-IXa,Lesser spotted dogfish VIIIc-IXa,Scyliorhinus canicula,Lesser spotted dogfish,1,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,105814,58.6,12,100,0.4,394,424.6666666666667,NA,1.1066666666672695
LSDOGVI-VIIabcefghij,2014,3180,0,NA,multinational-ICES-VI-VIIabcefghij,Lesser spotted dogfish ICES VI-VIIabcefghij,Scyliorhinus canicula,Lesser spotted dogfish,3,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,105814,58.6,12,100,0.4,1272,1236,NA,75.19999999999362
LSOLEIIIa-IV-VIId,2014,5120,0,NA,multinational-ICES-IIIa-IV-VIId,"Lemon sole IIIa, VIId and North Sea",Microstomus kitt,Lemon sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,127140,51.36,23,65,0.4,2048,1289.3333333333333,NA,535.5999999999656
MACKNEICES,2014,1390000,4920000,NA,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,Mackerel ICES Northeast Atlantic,Scomber scombrus,Mackerel,2,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Scomber,127023,30.18,17,60,0.6,834000,642800,NA,-9320.00000000024
MEG8c9a,2014,399,1130,NA,multinational-ICES-VIIIc-IXa,Megrim ICES VIIIc-IXa,Lepidorhombus whiffiagonis,Megrim,1,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Lepidorhombus,127146,59.63,16,60,0.4,159.60000000000002,125.60000000000001,NA,-10.33333333333462
MEGSPPIVa-VIa,2014,2810,0,NA,multinational-ICES-IVa-VIa,Megrim spp. IVa and VIa,Lepidorhombus spp,Megrim spp.,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEGSPPVIb,2014,343,0,NA,multinational-ICES-VIb,Megrim spp Rockall Bank,Lepidorhombus spp,Megrim spp,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEGVII-VIIIabd,2014,15800,86500,NA,multinational-ICES-VII-VIIIabd,Megrim VII-VIIIabd,Lepidorhombus whiffiagonis,Megrim,2,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Lepidorhombus,127146,59.63,16,60,0.4,6320,7306.666666666667,NA,-750.6666666667304
NEPHFU10,2014,15,0,NA,multinational-ICES-FU10,Norway lobster Noup (FU 10),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU11,2014,3330,0,NA,multinational-ICES-FU11,Norway lobster North Minch (FU 11),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU12,2014,3410,0,NA,multinational-ICES-FU12,Norway lobster South Minch (FU 12),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU13,2014,6900,0,NA,multinational-ICES-FU13,Norway lobster Firth of Clyde and Sound of Jura (FU 13),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU14,2014,679,0,NA,multinational-ICES-FU14,Norway lobster Irish Sea East (FU 14),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU15,2014,8610,0,NA,multinational-ICES-FU15,Norway lobster Irish Sea West (FU 15),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU16,2014,1190,0,NA,multinational-ICES-FU16,Norway lobster Porcupine Bank (FU 16),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU17,2014,766,0,NA,multinational-ICES-FU17,Norway lobster Aran Grounds (FU 17),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU19,2014,468,0,NA,multinational-ICES-FU19,Norway lobster South East and West of IRL (FU 19),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU2021,2014,1840,0,NA,multinational-ICES-FU2021,"Norway lobster Labadie, Jones and Cockburn (FU 20-21)",Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU22,2014,2610,0,NA,multinational-ICES-FU22,Norway lobster Smalls (FU 22),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU25,2014,9.14,0,NA,multinational-ICES-FU25,Norway lobster North Galicia (FU 25),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU2627,2014,3.54,0,NA,multinational-ICES-FU2627,Norway lobster West Galicia and North Portugal (FU 26-27),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU2829,2014,186,0,NA,multinational-ICES-FU2829,Norway lobster South-West and South Portugal (FU 28-29),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU30,2014,14.9,0,NA,multinational-ICES-FU30,Norway lobster Gulf of Cadiz (FU 30),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU31,2014,3.72,0,NA,multinational-ICES-FU31,Norway lobster Cantabrian Sea (FU 31),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU32,2014,143,0,NA,multinational-ICES-FU32,Norway lobster Norwegian Deeps (FU 32),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU33,2014,1150,0,NA,multinational-ICES-FU33,Norway lobster Off Horn Reef (FU 33),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU34,2014,320,0,NA,multinational-ICES-FU34,Norway lobster Devil's Hole (FU 34),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU3-4,2014,6000,0,NA,multinational-ICES-FU3-4,Norway lobster Skagerak Kattegat (FU 3-4),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU5,2014,1420,0,NA,multinational-ICES-FU5,Norway lobster Botney Cut - Silver Pit (FU 5),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU6,2014,2500,0,NA,multinational-ICES-FU6,Norway lobster Farn Deeps (FU 6),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU7,2014,4150,0,NA,multinational-ICES-FU7,Norway lobster Fladen Ground (FU 7),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU8,2014,2380,0,NA,multinational-ICES-FU8,Norway lobster Firth of Forth (FU 8),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU9,2014,1270,0,NA,multinational-ICES-FU9,Norway lobster Moray Firth (FU 9),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHIV,2014,393,0,NA,multinational-ICES-IV,Norway lobster North Sea,Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHVIa,2014,245,0,NA,multinational-ICES-VIa,Norway lobster West of Scotland,Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHVII,2014,174,0,NA,multinational-ICES-VII,Norway lobster ICES VII,Nephrops norvegicus,Norway lobster,3,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHVIIIab,2014,4130,0,NA,multinational-ICES-VIIIab,Norway lobster VIIIab,Nephrops norvegicus,Norway lobster,2,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NPOUTIIIa-IV,2014,44200,137000,NA,multinational-ICES-IIIa-IV,Norway pout IIIa and North Sea,Trisopterus esmarkii,Norway pout,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126444,31.79,5,35,0.6,26520,30640,NA,600.3999999999915
NPOUTVIb,2014,8,0,NA,multinational-ICES-VIb,Norway pout Rockall Bank,Trisopterus esmarkii,Norway pout,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126444,31.79,5,35,0.6,4.8,1.6,NA,0.5288000000000251
OROUGHYNEATL,2014,48,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Orange roughy Northeast Atlantic,Hoplostethus atlanticus,Orange roughy,3,Animalia,Chordata,Teleostei,Trachichthyiformes,Trachichthyidae,Hoplostethus,126402,71.63,149,75,0.2,9.600000000000001,12,NA,-2.93999999999985
PANDALI-II,2014,21000,1.47,NA,multinational-ICES-I-II,Northern shrimp North-East Arctic,Pandalus borealis,Northern shrimp,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,107649,NA,NA,NA,NA,NA,NA,NA,NA
PANDALIIIaW-IVaE,2014,12100,29400,NA,multinational-ICES-IIIaW-IVaE,Northern shrimp IIIa (west) and IVa (east),Pandalus borealis,Northern shrimp,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,107649,NA,NA,NA,NA,NA,NA,NA,NA
PANDALIVa,2014,0,0,NA,multinational-ICES-IVa,Northern shrimp Northern North Sea,Pandalus borealis,Northern shrimp,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,107649,NA,NA,NA,NA,NA,NA,NA,NA
PLAIC2123,2014,3880,12100,NA,multinational-ICES-2123,European Plaice Subdivisions 21-23,Pleuronectes platessa,European Plaice,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,776,711.3333333333334,NA,-16.866666666670454
PLAIC2432,2014,1020,1.1,NA,multinational-ICES-2432,European Plaice Subdivisions 24-32,Pleuronectes platessa,European Plaice,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,204,287.3333333333333,NA,-22.200000000000916
PLAIC7d,2014,7000,0,NA,multinational-ICES-VIId,European Plaice ICES VIId,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,1400,1301.3333333333333,NA,-59.53333333333959
PLAICCELT,2014,411,4760,NA,multinational-ICES-VIIf-g,European Plaice ICES VIIf-g,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,82.2,85,NA,-1.5333333333333385
PLAICECHW,2014,1490,1.46,NA,multinational-ICES-VIIe,European Plaice ICES VIIe,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,298,296.6666666666667,NA,3.733333333333277
PLAICIS,2014,1230,15400,NA,multinational-ICES-VIIa,European Plaice Irish Sea,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,246,251.33333333333334,NA,-14.13333333333436
